,Celltype,Motif,Influe
665,Drosophila16,Motif_44,1.0
666,Drosophila18,Motif_44,1.0
667,Drosophila19,Motif_44,0.0
668,Drosophila20,Motif_44,0.0
669,Drosophila23,Motif_44,0.0
670,Drosophila25,Motif_44,0.0
671,Drosophila29,Motif_44,1.0
672,Drosophila3,Motif_44,1.0
673,Drosophila31,Motif_44,0.0
674,Drosophila35,Motif_44,1.0
675,Drosophila37,Motif_44,0.0
676,Drosophila38,Motif_44,0.0
677,Drosophila39,Motif_44,0.0
678,Drosophila4,Motif_44,0.0
679,Drosophila41,Motif_44,0.0
680,Drosophila44,Motif_44,1.0
681,Drosophila46,Motif_44,0.0
682,Drosophila5,Motif_44,0.0
683,Drosophila52,Motif_44,0.0
684,Drosophila54,Motif_44,0.0
685,Drosophila55,Motif_44,1.0
686,Drosophila56,Motif_44,0.0
687,Drosophila57,Motif_44,0.0
688,Drosophila58,Motif_44,0.0
689,Drosophila6,Motif_44,0.0
690,Drosophila7,Motif_44,1.0
691,Drosophila8,Motif_44,0.0
692,Drosophila9,Motif_44,0.0
693,Drosophila1,Motif_48,0.0
694,Drosophila10,Motif_48,0.0
695,Drosophila13,Motif_48,0.0
696,Drosophila14,Motif_48,0.0
697,Drosophila15,Motif_48,0.0
698,Drosophila16,Motif_48,0.0
699,Drosophila18,Motif_48,0.0
700,Drosophila19,Motif_48,0.0
701,Drosophila20,Motif_48,0.0
702,Drosophila23,Motif_48,1.0
703,Drosophila25,Motif_48,0.0
704,Drosophila29,Motif_48,1.0
705,Drosophila3,Motif_48,0.0
706,Drosophila31,Motif_48,0.0
707,Drosophila35,Motif_48,0.0
708,Drosophila37,Motif_48,0.0
709,Drosophila38,Motif_48,0.0
710,Drosophila39,Motif_48,0.0
711,Drosophila4,Motif_48,0.0
712,Drosophila41,Motif_48,0.0
713,Drosophila44,Motif_48,1.0
714,Drosophila46,Motif_48,0.0
715,Drosophila5,Motif_48,0.0
716,Drosophila52,Motif_48,0.0
717,Drosophila54,Motif_48,1.0
718,Drosophila55,Motif_48,1.0
719,Drosophila56,Motif_48,0.0
720,Drosophila57,Motif_48,0.0
721,Drosophila58,Motif_48,0.0
722,Drosophila6,Motif_48,0.0
723,Drosophila7,Motif_48,0.0
724,Drosophila8,Motif_48,0.0
725,Drosophila9,Motif_48,0.0
726,Drosophila1,Motif_53,1.0
727,Drosophila10,Motif_53,0.0
728,Drosophila13,Motif_53,0.0
729,Drosophila14,Motif_53,0.0
730,Drosophila15,Motif_53,0.0
731,Drosophila16,Motif_53,1.0
