,Cluster,Motif,Influe
584,FatBody,Motif_104,-0.20342314
585,Follicle,Motif_104,0.6803392
586,Germ,Motif_104,0.7483791
587,Gut,Motif_104,-0.6795559
588,Hemocytes,Motif_104,-0.7168622
589,MAG,Motif_104,-1.2426018
590,MT,Motif_104,-0.23170356
591,Muscle,Motif_104,0.47544628
592,Neuron,Motif_104,-1.0038579
593,Proliferating,Motif_104,0.016792174
594,Epithelial,Motif_106,0.539888
595,FatBody,Motif_106,-1.2029518
596,Follicle,Motif_106,-0.19536445
597,Germ,Motif_106,-1.1771169
598,Gut,Motif_106,-0.6125555
599,Hemocytes,Motif_106,-0.4190317
600,MAG,Motif_106,0.26151225
601,MT,Motif_106,-0.4723535
602,Muscle,Motif_106,-0.24961874
603,Neuron,Motif_106,1.2532064
604,Proliferating,Motif_106,-0.36165607
605,Epithelial,Motif_108,-1.0087329
606,FatBody,Motif_108,1.015241
607,Follicle,Motif_108,0.33176073
608,Germ,Motif_108,1.4979646
609,Gut,Motif_108,0.47961566
610,Hemocytes,Motif_108,0.41761324
611,MAG,Motif_108,-0.4017236
612,MT,Motif_108,0.4823275
613,Muscle,Motif_108,0.5261786
614,Neuron,Motif_108,-1.4522904
615,Proliferating,Motif_108,0.6198307
616,Epithelial,Motif_110,-1.2399831
617,FatBody,Motif_110,0.049742173
618,Follicle,Motif_110,0.64413893
619,Germ,Motif_110,1.1339763
620,Gut,Motif_110,-0.407619
621,Hemocytes,Motif_110,-0.35294828
622,MAG,Motif_110,-0.9026858
623,MT,Motif_110,-0.26000682
624,Muscle,Motif_110,0.32211423
625,Neuron,Motif_110,-1.2047696
626,Proliferating,Motif_110,0.22641224
627,Epithelial,Motif_113,1.1383622
628,FatBody,Motif_113,-1.1869695
629,Follicle,Motif_113,-0.23410706
630,Germ,Motif_113,-1.6367812
631,Gut,Motif_113,-0.45369446
632,Hemocytes,Motif_113,-0.17379032
633,MAG,Motif_113,0.6804288
634,MT,Motif_113,-0.5267969
635,Muscle,Motif_113,-0.86038804
636,Neuron,Motif_113,1.077423
637,Proliferating,Motif_113,-0.6777781
638,Epithelial,Motif_114,1.165571
639,FatBody,Motif_114,-1.1468927
640,Follicle,Motif_114,-0.2507749
641,Germ,Motif_114,-1.7875534
642,Gut,Motif_114,-0.4812132
643,Hemocytes,Motif_114,-0.2804401
644,MAG,Motif_114,0.277222
645,MT,Motif_114,-0.52986145
646,Muscle,Motif_114,-0.7542205
647,Neuron,Motif_114,1.2525547
648,Proliferating,Motif_114,-0.63277507
649,Epithelial,Motif_115,1.457227
650,FatBody,Motif_115,0.4186461
651,Follicle,Motif_115,-0.3889912
652,Germ,Motif_115,-0.79036933
653,Gut,Motif_115,1.2575151
654,Hemocytes,Motif_115,0.94905734
655,MAG,Motif_115,0.5424543
656,MT,Motif_115,0.37706628
657,Muscle,Motif_115,-1.237231
658,Neuron,Motif_115,-0.44388413
659,Proliferating,Motif_115,-0.028217198
660,Epithelial,Motif_116,0.32518092
661,FatBody,Motif_116,-1.1841564
662,Follicle,Motif_116,-0.06997413
663,Germ,Motif_116,-1.5132154
664,Gut,Motif_116,-1.0893588
665,Hemocytes,Motif_116,-0.92455137
666,MAG,Motif_116,-0.73440486
667,MT,Motif_116,-0.714388
668,Muscle,Motif_116,0.042390775
669,Neuron,Motif_116,1.5945203
670,Proliferating,Motif_116,-0.50055504
671,Epithelial,Motif_117,-1.3242015
672,FatBody,Motif_117,0.40355983
673,Follicle,Motif_117,0.58722657
674,Germ,Motif_117,1.5506957
675,Gut,Motif_117,-0.34561756
676,Hemocytes,Motif_117,-0.25549135
677,MAG,Motif_117,-0.77005094
678,MT,Motif_117,-0.058688052
679,Muscle,Motif_117,0.6042801
680,Neuron,Motif_117,-1.2772033
681,Proliferating,Motif_117,0.11261658
682,Epithelial,Motif_119,0.16028498
683,FatBody,Motif_119,-1.4623078
684,Follicle,Motif_119,0.27073708
685,Germ,Motif_119,-1.4635782
686,Gut,Motif_119,-1.1474499
687,Hemocytes,Motif_119,-0.6934099
688,MAG,Motif_119,-1.3713641
689,MT,Motif_119,-0.8736768
690,Muscle,Motif_119,-0.26673785
691,Neuron,Motif_119,0.88840306
692,Proliferating,Motif_119,-0.4092235
693,Epithelial,Motif_121,1.3130407
694,FatBody,Motif_121,-1.060931
695,Follicle,Motif_121,-0.2620784
696,Germ,Motif_121,-1.7858951
697,Gut,Motif_121,-0.19078049
698,Hemocytes,Motif_121,-0.09680646
699,MAG,Motif_121,0.31516248
700,MT,Motif_121,-0.45201313
701,Muscle,Motif_121,-0.98295325
702,Neuron,Motif_121,0.9688824
703,Proliferating,Motif_121,-0.5775901
704,Epithelial,Motif_123,-0.22037914
705,FatBody,Motif_123,-1.1917694
706,Follicle,Motif_123,0.16196601
707,Germ,Motif_123,-1.3419333
708,Gut,Motif_123,-1.3540084
709,Hemocytes,Motif_123,-1.1795884
710,MAG,Motif_123,-1.1722429
711,MT,Motif_123,-0.8707144
712,Muscle,Motif_123,0.29883423
713,Neuron,Motif_123,1.4824015
714,Proliferating,Motif_123,-0.4149844
715,Epithelial,Motif_124,-0.077830166
716,FatBody,Motif_124,0.27856156
